1
1,01000004
1,02000032
1,03000108
1,04000256
1,050005
1,06000864
1,07001372
1,08002048
1,09002916
1,10004
1,11005324
1,12006912
1,13008788
1,14010976
1,150135
1,16016384
1,17019652
1,18023328
1,19027436
1,20032
1,21037044
1,22042592
1,23048668
1,24055296
1,250625
1,26070304
1,27078732
1,28087808
1,29097556
1,30108
1,31119164
1,32131072
1,33143748
1,34157216
1,351715
1,36186624
1,37202612
1,38219488
1,39237276
1,40256
1,41275684
1,42296352
1,43318028
1,44340736
1,453645
1,46389344
1,47415292
1,48442368
1,49470596
1,505
1,51530604
1,52562432
1,53595508
1,54629856
1,556655
1,56702464
1,57740772
1,58780448
1,59821516
1,60864
1,61907924
1,62953312
1,64000188
1,65048576
1,660985
1,67149984
1,68203052
1,69257728
1,70314036
1,71372
1,72431644
1,73492992
1,74556068
1,75620896
1,766875
1,77755904
1,78826132
1,79898208
1,80972156
1,82048
1,83125764
1,84205472
1,85287148
1,86370816
1,874565
1,88544224
1,89634012
1,90725888
1,91819876
1,92916
1,94014284
1,95114752
1,96217428
1,97322336
1,984295
1,99538944
2,00650692
2,01764768
2,02881196
2,04
2,05121204
2,06244832
2,07370908
2,08499456
2,096305
2,10764064
2,11900172
2,13038848
2,14180116
2,15324
2,16470524
2,17619712
2,18771588
2,19926176
2,210835
2,22243584
2,23406452
2,24572128
2,25740636
2,26912
2,28086244
2,29263392
2,30443468
2,31626496
2,328125
2,34001504
2,35193532
2,36388608
2,37586756
2,38788
2,39992364
2,41199872
2,42410548
2,43624416
2,448415
2,46061824
2,47285412
2,48512288
2,49742476
2,50976
2,52212884
2,53453152
2,54696828
2,55943936
2,571945
2,58448544
2,59706092
2,60967168
2,62231796
2,635
2,64771804
2,66047232
2,67326308
2,68609056
2,698955
2,71185664
2,72479572
2,73777248
2,75078716
2,76384
2,77693124
2,79006112
2,80322988
2,81643776
2,829685
2,84297184
2,85629852
2,86966528
2,88307236
2,89652
2,91000844
2,92353792
2,93710868
2,95072096
2,964375
2,97807104
2,99180932
3,00559008
3,01941356
3,03328
3,04718964
3,06114272
3,07513948
3,08918016
3,103265
3,11739424
3,13156812
3,14578688
3,16005076
3,17436
3,18871484
3,20311552
3,21756228
3,23205536
3,246595
3,26118144
3,27581492
3,29049568
3,30522396
3,32
3,33482404
3,34969632
3,36461708
3,37958656
3,394605
3,40967264
3,42478972
3,43995648
3,45517316
3,47044
3,48575724
3,50112512
3,51654388
3,53201376
3,547535
3,56310784
3,57873252
3,59440928
3,61013836
3,62592
3,64175444
3,65764192
3,67358268
3,68957696
3,705625
3,72172704
3,73788332
3,75409408
3,77035956
3,78668
3,80305564
3,81948672
3,83597348
3,85251616
3,869115
3,88577024
3,90248212
3,91925088
3,93607676
3,95296
3,96990084
3,98689952
4,00395628
4,02107136
4,038245
4,05547744
4,07276892
4,09011968
4,10752996
4,125
4,14253004
4,16012032
4,17777108
4,19548256
4,213255
4,23108864
4,24898372
4,26694048
4,28495916
4,30304
4,32118324
4,33938912
4,35765788
4,37598976
4,394385
4,41284384
4,43136652
4,44995328
4,46860436
4,48732
4,50610044
4,52494592
4,54385668
4,56283296
4,581875
4,60098304
4,62015732
4,63939808
4,65870556
4,67808
4,69752164
4,71703072
4,73660748
4,75625216
4,775965
4,79574624
4,81559612
4,83551488
4,85550276
4,87556
4,89568684
4,91588352
4,93615028
4,95648736
4,976895
4,99737344
5,01792292
5,03854368
5,05923596
5,08
5,10083604
5,12174432
5,14272508
5,16377856
5,184905
5,20610464
5,22737772
5,24872448
5,27014516
5,29164
5,31320924
5,33485312
5,35657188
5,37836576
5,400235
5,42217984
5,44420052
5,46629728
5,48847036
5,51072
5,53304644
5,55544992
5,57793068
5,60048896
5,623125
5,64583904
5,66863132
5,69150208
5,71445156
5,73748
5,76058764
5,78377472
5,80704148
5,83038816
5,853815
5,87732224
5,90091012
5,92457888
5,94832876
5,97216
5,99607284
6,02006752
6,04414428
6,06830336
6,092545
6,11686944
6,14127692
6,16576768
6,19034196
6,215
6,23974204
6,26456832
6,28947908
6,31447456
6,339555
6,36472064
6,38997172
6,41530848
6,44073116
6,46624
6,49183524
6,51751712
6,54328588
6,56914176
